,conversationId,movie_sent,sequence
377,377,"[('803', 1, 'S'), ('16', 1, 'N'), ('1102', 1, 'N'), ('707', 1, 'S'), ('18', 1, 'N')]",[SKR] [EG65] [REC] [I803] [SKR] [I16] [ED858] [REC] [EG65] [SKR] [I1102] [REC] [I707] [SKR] [I18]
378,378,"[('1254', 1, 'N'), ('1316', 1, 'S')]",[SKR] [EG41] [EG3] [REC] [EG41] [EG3] [SKR] [I1254] [EA730] [REC] [EA1819] [EA171] [I1316] [EA1819] [EA3043] [EA612]
379,379,"[('1297', 1, 'S'), ('572', 1, 'S'), ('249', 1, 'N'), ('572', 1, 'N'), ('1468', 1, 'N'), ('572', 1, 'N'), ('572', 1, 'S'), ('1812', 1, 'S'), ('1812', 1, 'N'), ('572', 1, 'S'), ('572', 1, 'N'), ('1812', 1, 'N'), ('572', 1, 'S'), ('1812', 1, 'S')]",[SKR] [EG2] [EG3] [REC] [I1297] [EG3] [I572] [SKR] [EG3] [I249] [I572] [REC] [EA1880] [SKR] [EA1880] [I1468] [I572] [REC] [I572] [I1812] [SKR] [I1812] [EA1815] [REC] [I572] [SKR] [I572] [I1812] [REC] [I572] [I1812]
380,380,"[('912', 1, 'N'), ('14', 1, 'S'), ('425', 1, 'S')]",[SKR] [EG3] [REC] [EG3] [EG2] [EG3] [EG65] [EG3] [SKR] [EG2] [EG3] [I912] [REC] [EA369] [EG2] [EG3] [I14] [I425]
381,381,"[('956', 1, 'S')]",[SKR] [EG7] [EA2979] [REC] [EG7] [I956] [EA3569] [EA2175]
382,382,[],[REC] [EG3] [EA3145] [EA3527] [EA3628]
383,383,"[('8', 1, 'N'), ('262', 1, 'S')]",[SKR] [EG20] [I8] [EG65] [REC] [I262] [SKR] [ED614] [REC] [EA3342] [SKR] [EA418]
384,384,"[('697', 1, 'S'), ('1816', 1, 'N'), ('514', 1, 'S'), ('514', 1, 'S'), ('208', 1, 'S')]",[SKR] [EG25] [REC] [I697] [SKR] [I1816] [REC] [I514] [I514] [ED1117] [EA1687] [EA813] [SKR] [EG25] [REC] [I208]
385,385,"[('52', 1, 'N'), ('52', 1, 'N'), ('843', 1, 'N'), ('1760', 1, 'N'), ('1760', 1, 'N')]",[SKR] [EG65] [REC] [EG65] [SKR] [I52] [I52] [I843] [REC] [EA482] [EG65] [SKR] [EG65] [I1760] [I1760]
386,386,"[('1400', 1, 'S'), ('640', 1, 'N'), ('640', 1, 'S'), ('332', 1, 'S'), ('278', 1, 'S'), ('270', 1, 'N')]",[REC] [I1400] [SKR] [EG23] [REC] [EG23] [SKR] [EG23] [I640] [REC] [I640] [I332] [I278] [SKR] [I270]
387,387,"[('1683', 1, 'S'), ('536', 1, 'S'), ('67', 1, 'S'), ('323', 1, 'N'), ('375', 1, 'S')]",[REC] [EG2] [I1683] [EA369] [SKR] [EA369] [REC] [I536] [EG2] [EG7] [EG41] [I67] [EG2] [EG57] [EA369] [EA369] [EA725] [SKR] [EA725] [I323] [REC] [EA725] [I375] [EG2]
388,388,"[('566', 1, 'S'), ('332', 1, 'N'), ('332', 1, 'S'), ('1784', 1, 'S'), ('1363', 1, 'N'), ('1363', 1, 'S'), ('845', 1, 'S'), ('845', 1, 'N'), ('1153', 1, 'S'), ('332', 1, 'S'), ('861', 1, 'S')]",[REC] [I566] [SKR] [I332] [REC] [I332] [SKR] [EG2] [REC] [I1784] [SKR] [I1363] [REC] [I1363] [I845] [SKR] [I845] [REC] [I1153] [I332] [I861]
389,389,"[('1380', 1, 'S'), ('1269', 1, 'N')]",[SKR] [EG7] [EG2] [EG3] [REC] [I1380] [SKR] [EA616] [EA605] [REC] [ED34] [SKR] [ED34] [I1269] [REC] [EA1595] [SKR] [EA1595]
390,390,"[('120', 1, 'S'), ('74', 1, 'S'), ('120', 1, 'N'), ('74', 1, 'N')]",[SKR] [EG3] [EG7] [EG65] [EG20] [EG44] [REC] [I120] [EG44] [I74] [EG7] [EA2511] [SKR] [EA2511] [I120] [I74]
391,391,"[('861', 1, 'S'), ('162', 1, 'N'), ('1308', 1, 'S'), ('1685', 1, 'S')]",[REC] [I861] [SKR] [EG20] [EG65] [EG33] [REC] [EG20] [EG65] [SKR] [EG65] [I162] [REC] [EG65] [SKR] [EG65] [REC] [I1308] [EG65] [I1685] [EG65]
392,392,"[('1244', 1, 'N'), ('332', 1, 'S'), ('332', 1, 'N')]",[SKR] [EG3] [REC] [EG3] [SKR] [I1244] [REC] [I332] [SKR] [I332]
393,393,"[('273', 1, 'N'), ('892', 1, 'N'), ('1269', 1, 'S'), ('843', 1, 'S')]",[SKR] [I273] [I892] [EG20] [EG3] [EG7] [REC] [I1269] [SKR] [EG3] [EG65] [REC] [I843]
394,394,"[('1109', 1, 'N'), ('484', 1, 'S'), ('828', 1, 'S'), ('828', 1, 'N'), ('1163', 1, 'S'), ('1163', 1, 'N'), ('1163', 1, 'S'), ('811', 1, 'S'), ('811', 1, 'N')]",[SKR] [EG7] [EG3] [EG3] [REC] [EG3] [EG3] [EG41] [SKR] [EG41] [I1109] [REC] [I484] [I828] [SKR] [I828] [EA3584] [REC] [I1163] [SKR] [I1163] [REC] [I1163] [I811] [SKR] [I811] [EA1037]
395,395,"[('787', 1, 'S'), ('1784', 1, 'N'), ('640', 1, 'S'), ('640', 1, 'N')]",[SKR] [EG65] [EG7] [REC] [EG2] [I787] [SKR] [I1784] [REC] [EG7] [EG2] [I640] [SKR] [I640]
396,396,"[('944', 1, 'S'), ('1211', 1, 'N'), ('1532', 1, 'S'), ('929', 1, 'S')]",[REC] [I944] [SKR] [I1211] [REC] [I1532] [I929]
397,397,"[('1838', 1, 'S'), ('1430', 1, 'N'), ('809', 1, 'N'), ('32', 1, 'N')]",[SKR] [EG3] [REC] [EG3] [I1838] [EA1278] [EA592] [SKR] [EA592] [I1430] [REC] [EA592] [SKR] [EA1278] [I809] [REC] [EG7] [EG3] [EG65] [SKR] [I32] [EG3]
398,398,"[('1058', 1, 'N'), ('1058', 1, 'S'), ('241', 1, 'S')]",[SKR] [EG65] [REC] [EG65] [EG65] [SKR] [I1058] [REC] [I1058] [I241]
399,399,"[('653', 1, 'N'), ('828', 1, 'N'), ('1822', 1, 'S'), ('1610', 1, 'S'), ('828', 1, 'S')]",[SKR] [EG20] [EG7] [I653] [REC] [EG3] [SKR] [I828] [REC] [I1822] [I1610] [I828]
400,400,"[('1439', 1, 'S'), ('1166', 1, 'S'), ('1406', 1, 'S'), ('296', 1, 'S'), ('1406', 1, 'S')]",[SKR] [EG41] [EG3] [REC] [EG41] [EG3] [I1439] [EA213] [I1166] [SKR] [EA213] [REC] [EA2311] [I1406] [I296] [EA3593] [EA3593] [I1406]
401,401,"[('1082', 1, 'S'), ('1512', 1, 'S'), ('1512', 1, 'N'), ('1462', 1, 'S'), ('385', 1, 'S'), ('1124', 1, 'S'), ('1663', 1, 'S'), ('1124', 1, 'N')]",[SKR] [EG3] [REC] [EG41] [EG3] [EG3] [SKR] [EG41] [REC] [I1082] [I1512] [EA592] [EA3633] [SKR] [I1512] [REC] [I1462] [I385] [EA213] [EA730] [EG41] [SKR] [EA730] [EA213] [REC] [EA2971] [EA2422] [EA1838] [I1124] [I1663] [ED531] [EA418] [ED531] [SKR] [I1124]
402,402,"[('210', 1, 'S'), ('120', 1, 'S'), ('521', 1, 'S'), ('1470', 1, 'S'), ('521', 1, 'S'), ('1470', 1, 'N'), ('521', 1, 'S'), ('561', 1, 'N'), ('908', 1, 'S'), ('120', 1, 'S')]",[SKR] [EG20] [REC] [I210] [I120] [EG20] [I521] [I1470] [I521] [SKR] [I1470] [REC] [I521] [SKR] [EG20] [I561] [REC] [I908] [I120]
403,403,"[('472', 1, 'S'), ('696', 1, 'N'), ('1287', 1, 'N'), ('1073', 1, 'S'), ('1073', 1, 'N')]",[REC] [EG3] [SKR] [EG2] [EG25] [REC] [I472] [SKR] [I696] [REC] [EG2] [SKR] [I1287] [REC] [I1073] [SKR] [I1073] [REC] [EG25] [EG2] [EA1708] [EA3598]
404,404,"[('332', 1, 'S'), ('1812', 1, 'N'), ('1339', 1, 'S'), ('273', 1, 'S'), ('1339', 1, 'N'), ('273', 1, 'S'), ('273', 1, 'S'), ('273', 1, 'N'), ('1346', 1, 'N')]",[REC] [I332] [EG33] [SKR] [EG33] [EG23] [EG25] [EG2] [I1812] [REC] [EG2] [I1339] [I273] [SKR] [I1339] [REC] [I273] [I273] [SKR] [I273] [I1346]
405,405,"[('1094', 1, 'N'), ('695', 1, 'S'), ('275', 1, 'S'), ('1467', 1, 'N'), ('1467', 1, 'S')]",[SKR] [I1094] [REC] [EG2] [I695] [EA298] [EA49] [I275] [SKR] [ED300] [EA2193] [I1467] [REC] [I1467] [SKR] [EA1295]
406,406,"[('941', 1, 'N'), ('653', 1, 'S'), ('653', 1, 'N'), ('775', 1, 'S'), ('983', 1, 'S'), ('983', 1, 'N')]",[SKR] [I941] [EG2] [EG3] [REC] [EG2] [I653] [SKR] [I653] [REC] [I775] [I983] [SKR] [I983] [REC] [EA1280] [SKR] [EA1280]
407,407,"[('273', 1, 'N'), ('757', 1, 'N'), ('262', 1, 'S'), ('262', 1, 'S'), ('273', 1, 'N')]",[SKR] [EG7] [EG25] [EG65] [I273] [I757] [EG2] [REC] [EG35] [I262] [EG7] [EA418] [EA3342] [EA2660] [EA1729] [ED923] [SKR] [EG7] [REC] [I262] [EA3342] [SKR] [I273]
408,408,"[('1532', 1, 'N'), ('185', 1, 'S')]",[SKR] [EG2] [EG3] [I1532] [REC] [I185] [EA1037]
409,409,"[('843', 1, 'S'), ('273', 1, 'S'), ('447', 1, 'S'), ('841', 1, 'S'), ('1352', 1, 'S'), ('273', 1, 'N'), ('841', 1, 'N'), ('273', 1, 'S'), ('843', 1, 'S'), ('422', 1, 'N'), ('422', 1, 'N')]",[SKR] [EG2] [EG65] [REC] [EG65] [I843] [I273] [I447] [I841] [I1352] [SKR] [I273] [I841] [REC] [I273] [I843] [SKR] [EA3295] [I422] [I422]
410,410,"[('653', 1, 'N'), ('273', 1, 'N'), ('273', 1, 'S'), ('653', 1, 'S'), ('653', 1, 'N'), ('272', 1, 'N'), ('653', 1, 'S'), ('653', 1, 'S'), ('653', 1, 'S'), ('342', 1, 'S')]",[SKR] [EG65] [I653] [I273] [REC] [I273] [I653] [SKR] [I653] [I272] [REC] [I653] [I653] [I653] [I342]
411,411,"[('894', 1, 'S'), ('1216', 1, 'S'), ('1748', 1, 'S'), ('937', 1, 'S'), ('351', 1, 'S'), ('361', 1, 'N'), ('143', 1, 'S'), ('493', 1, 'N'), ('21', 1, 'S')]",[SKR] [EG7] [REC] [EG7] [I894] [EA2883] [EG2] [I1216] [EG41] [I1748] [EG41] [EG3] [EA980] [EA1095] [SKR] [EA1095] [REC] [I937] [I351] [SKR] [EG41] [EG7] [EG3] [I361] [REC] [EA1558] [I143] [EG3] [EG3] [SKR] [I493] [REC] [I21]
412,412,"[('1556', 1, 'S'), ('1556', 1, 'S'), ('1806', 1, 'S'), ('154', 1, 'N'), ('976', 1, 'S')]",[SKR] [EG3] [EG7] [REC] [EG7] [SKR] [EG7] [REC] [EA2551] [I1556] [I1556] [EG7] [EA2551] [I1806] [EG7] [EG3] [SKR] [I154] [REC] [I976] [EG3]
413,413,"[('989', 1, 'S'), ('1400', 1, 'S'), ('1400', 1, 'N'), ('79', 1, 'N'), ('531', 1, 'S'), ('8', 1, 'N'), ('1212', 1, 'S')]",[REC] [I989] [I1400] [SKR] [EG65] [REC] [EG65] [SKR] [I1400] [I79] [REC] [I531] [EG65] [EA2121] [SKR] [I8] [EG65] [REC] [EG65] [EG65] [SKR] [EG3] [EA592] [REC] [I1212] [EA592] [SKR] [EG65]
414,414,"[('23', 1, 'S'), ('23', 1, 'N'), ('6', 1, 'N'), ('287', 1, 'S'), ('287', 1, 'N'), ('1339', 1, 'S'), ('1339', 1, 'N'), ('94', 1, 'S'), ('94', 1, 'N'), ('791', 1, 'S')]",[REC] [EG2] [EG65] [SKR] [EG2] [EG7] [EG3] [REC] [I23] [EA2563] [SKR] [I23] [ED300] [I6] [REC] [I287] [SKR] [I287] [REC] [EG2] [I1339] [SKR] [I1339] [REC] [I94] [SKR] [I94] [EG3] [REC] [I791] [EA730]
415,415,"[('913', 1, 'S'), ('724', 1, 'S'), ('23', 1, 'S'), ('1484', 1, 'S'), ('220', 1, 'S'), ('29', 1, 'S'), ('1459', 1, 'S')]",[SKR] [EG2] [REC] [I913] [I724] [I23] [I1484] [I220] [SKR] [EG41] [EG7] [REC] [EA2291] [EA3502] [I29] [EG2] [EG7] [SKR] [EG31] [REC] [EG31] [EG7] [I1459] [EA1526]
416,416,"[('640', 1, 'S'), ('332', 1, 'N'), ('57', 1, 'S'), ('57', 1, 'S'), ('57', 1, 'N')]",[SKR] [EG2] [EG3] [EG55] [REC] [I640] [SKR] [I332] [REC] [I57] [EG36] [EA1968] [I57] [SKR] [I57]
417,417,"[('472', 1, 'N'), ('476', 1, 'N'), ('275', 1, 'N'), ('1233', 1, 'S'), ('391', 1, 'N'), ('841', 1, 'N'), ('1860', 1, 'N'), ('1294', 1, 'N'), ('847', 1, 'N'), ('843', 1, 'N'), ('1860', 1, 'S'), ('847', 1, 'S'), ('843', 1, 'N'), ('1233', 1, 'S')]",[SKR] [I472] [REC] [EG15] [EG2] [SKR] [I476] [I275] [REC] [I1233] [EG3] [SKR] [I391] [I841] [REC] [EG65] [SKR] [EG65] [I1860] [I1294] [I847] [I843] [REC] [I1860] [I847] [SKR] [I843] [REC] [I1233]
418,418,"[('1685', 1, 'N'), ('1778', 1, 'S'), ('1443', 1, 'S'), ('939', 1, 'S'), ('1443', 1, 'N'), ('939', 1, 'N'), ('1778', 1, 'N'), ('1778', 1, 'S')]",[SKR] [EG65] [EG2] [EG20] [EG7] [REC] [EG65] [SKR] [I1685] [EG65] [REC] [EG65] [I1778] [I1443] [I939] [SKR] [I1443] [I939] [I1778] [EA2250] [REC] [I1778]
419,419,"[('684', 1, 'S'), ('1240', 1, 'S'), ('1202', 1, 'S'), ('1346', 1, 'S'), ('1566', 1, 'S'), ('1202', 1, 'S'), ('383', 1, 'S'), ('1566', 1, 'S'), ('1566', 1, 'S')]",[SKR] [EG23] [REC] [EG2] [EG23] [I684] [EG23] [ED489] [EG20] [I1240] [EA1565] [EA2379] [EA2247] [EA679] [I1202] [ED489] [EG20] [ED489] [SKR] [ED489] [REC] [I1346] [I1566] [ED489] [I1202] [I383] [EG25] [I1566] [ED350] [I1566]
420,420,"[('1209', 1, 'S'), ('1173', 1, 'S'), ('1173', 1, 'N'), ('1209', 1, 'N'), ('1173', 1, 'S'), ('1173', 1, 'N')]",[SKR] [EG2] [EG64] [EG3] [REC] [EG2] [EG7] [EG2] [SKR] [EG49] [EG2] [REC] [I1209] [EG2] [EG49] [I1173] [SKR] [I1173] [I1209] [REC] [I1173] [EG2] [SKR] [I1173]
421,421,"[('179', 1, 'S'), ('57', 1, 'N'), ('826', 1, 'S'), ('653', 1, 'S'), ('1484', 1, 'S'), ('653', 1, 'S')]",[SKR] [EG2] [REC] [EG2] [I179] [SKR] [I57] [REC] [I826] [EG3] [I653] [I1484] [I653] [SKR] [EA2513]
422,422,"[('273', 1, 'N'), ('653', 1, 'N'), ('1567', 1, 'S'), ('735', 1, 'S')]",[SKR] [I273] [I653] [REC] [I1567] [I735] [EA2472] [EA1655] [EA3084] [EA3305] [EA3493] [EG23] [EG20] [EA3194] [EA362]
423,423,"[('149', 1, 'N'), ('127', 1, 'S'), ('591', 1, 'N'), ('591', 1, 'S')]",[SKR] [I149] [EG2] [EG2] [REC] [I127] [EG3] [SKR] [I591] [REC] [I591]
424,424,"[('1195', 1, 'N'), ('1512', 1, 'S'), ('1512', 1, 'S')]",[SKR] [EG3] [REC] [EG3] [SKR] [EG3] [EA730] [REC] [EA730] [EA2147] [SKR] [I1195] [REC] [I1512] [EG41] [EG3] [EG3] [EA592] [I1512] [EG3]
425,425,"[('1760', 1, 'N'), ('547', 1, 'S'), ('547', 1, 'S')]",[SKR] [EG65] [I1760] [REC] [EG65] [EG65] [EG65] [SKR] [EG65] [REC] [I547] [I547]
426,426,"[('1159', 1, 'N'), ('1159', 1, 'S'), ('536', 1, 'N'), ('1865', 1, 'S'), ('1800', 1, 'S'), ('1800', 1, 'N')]",[SKR] [EG41] [I1159] [REC] [I1159] [EA3624] [EG41] [SKR] [I536] [REC] [I1865] [ED940] [I1800] [SKR] [I1800]
427,427,"[('659', 1, 'S')]",[REC] [I659] [SKR] [EG2] [EG6] [REC] [EG6] [EG23]
428,428,"[('127', 1, 'N'), ('652', 1, 'S')]",[SKR] [EG2] [EG3] [EG65] [I127] [REC] [EG2] [EG3] [I652]
429,429,"[('214', 1, 'S'), ('113', 1, 'S'), ('845', 1, 'N'), ('845', 1, 'S'), ('113', 1, 'S'), ('1270', 1, 'N'), ('364', 1, 'N'), ('1210', 1, 'N'), ('273', 1, 'S')]",[REC] [I214] [I113] [SKR] [EG2] [EA3112] [I845] [REC] [I845] [I113] [SKR] [I1270] [I364] [I1210] [REC] [I273] [EA3295]
430,430,"[('186', 1, 'S'), ('186', 1, 'N'), ('186', 1, 'S')]",[SKR] [EG20] [REC] [I186] [EA1326] [SKR] [I186] [REC] [I186] [EA2304] [EA1326]
431,431,"[('179', 1, 'N'), ('721', 1, 'S')]",[SKR] [EG65] [REC] [EG65] [SKR] [I179] [EG21] [REC] [EG65] [I721] [EG65] [EG65]
432,432,"[('146', 1, 'N'), ('146', 1, 'S'), ('146', 1, 'N'), ('158', 1, 'S')]",[SKR] [EG64] [EG3] [EG2] [REC] [EG3] [SKR] [I146] [REC] [EG3] [I146] [EG2] [SKR] [I146] [REC] [I158]
433,433,"[('941', 1, 'N'), ('941', 1, 'S'), ('261', 1, 'S'), ('1706', 1, 'S')]",[SKR] [I941] [REC] [I941] [I261] [I1706] [EA3674] [EG2]
434,434,"[('352', 1, 'S'), ('1350', 1, 'S'), ('125', 1, 'S')]",[SKR] [EG2] [REC] [EG14] [SKR] [EG14] [REC] [EG7] [I352] [EG2] [I1350] [I125]
435,435,"[('1529', 1, 'N'), ('735', 1, 'S'), ('80', 1, 'N'), ('1736', 1, 'N')]",[SKR] [EG40] [I1529] [REC] [I735] [SKR] [I80] [REC] [EA2472] [EA1655] [EA3194] [SKR] [EA2472] [I1736]
436,436,"[('1067', 1, 'N'), ('437', 1, 'S'), ('145', 1, 'N')]",[SKR] [EG65] [REC] [EG65] [SKR] [I1067] [REC] [I437] [EG65] [SKR] [I145] [REC] [EA3077]
437,437,"[('689', 1, 'N'), ('689', 1, 'S'), ('689', 1, 'N'), ('371', 1, 'S'), ('1085', 1, 'S'), ('1085', 1, 'N'), ('1085', 1, 'N'), ('1863', 1, 'N'), ('1085', 1, 'N'), ('1863', 1, 'S'), ('865', 1, 'S'), ('1427', 1, 'N'), ('81', 1, 'S'), ('81', 1, 'N'), ('1085', 1, 'N'), ('831', 1, 'S')]",[SKR] [EG25] [EG2] [EG7] [EG2] [EG20] [EG25] [I689] [REC] [I689] [SKR] [I689] [REC] [EA3377] [I371] [I1085] [SKR] [EA3377] [I1085] [EA2472] [I1085] [REC] [EA2624] [EG7] [SKR] [I1863] [EA3377] [I1085] [REC] [I1863] [SKR] [EA3650] [REC] [I865] [SKR] [I1427] [REC] [I81] [SKR] [I81] [I1085] [REC] [I831]
438,438,"[('316', 1, 'N'), ('1195', 1, 'N'), ('566', 1, 'N'), ('925', 1, 'S'), ('195', 1, 'S')]",[SKR] [EG41] [EG7] [EG2] [EG3] [I316] [I1195] [I566] [REC] [EG3] [I925] [EA3502] [EA548] [SKR] [EA548] [EA3502] [REC] [EA2963] [EA440] [EA1705] [EA2695] [I195] [EG41]
439,439,"[('437', 1, 'N'), ('80', 1, 'N'), ('295', 1, 'N'), ('847', 1, 'N'), ('80', 1, 'S'), ('735', 1, 'N'), ('80', 1, 'S')]",[SKR] [EG65] [EG65] [I437] [I80] [I295] [I847] [REC] [I80] [SKR] [I735] [REC] [EA2472] [I80]
440,440,"[('79', 1, 'N'), ('569', 1, 'N'), ('137', 1, 'S'), ('1814', 1, 'S'), ('759', 1, 'S'), ('884', 1, 'S'), ('1407', 1, 'S'), ('1809', 1, 'S'), ('1809', 1, 'N')]",[SKR] [EG3] [I79] [I569] [REC] [I137] [I1814] [I759] [EA2147] [SKR] [EA2563] [EA2342] [REC] [I884] [I1407] [I1809] [EA2342] [SKR] [I1809] [REC] [ED983] [EA801] [EA2342]
441,441,"[('631', 1, 'N'), ('1079', 1, 'N'), ('61', 1, 'S'), ('1072', 1, 'S')]",[SKR] [EG2] [EG20] [EG7] [I631] [I1079] [REC] [I61] [EG7] [EG41] [EG20] [EA3054] [EA3419] [EA2739] [EA3009] [I1072] [EG2] [EG57] [EG7] [EG20] [EA3436]
442,442,"[('294', 1, 'S'), ('52', 1, 'S'), ('371', 1, 'N'), ('686', 1, 'S'), ('1577', 1, 'S'), ('371', 1, 'S'), ('371', 1, 'N'), ('1670', 1, 'N'), ('912', 1, 'N'), ('92', 1, 'N'), ('1322', 1, 'S'), ('861', 1, 'N')]",[REC] [EG2] [EG23] [I294] [I52] [EA3377] [SKR] [I371] [ED1110] [REC] [I686] [I1577] [I371] [SKR] [I371] [I1670] [I912] [EA1777] [EA369] [REC] [EA369] [SKR] [I92] [REC] [I1322] [SKR] [I861]
443,443,"[('548', 1, 'N'), ('1854', 1, 'N'), ('1093', 1, 'N'), ('1700', 1, 'N'), ('1700', 1, 'N')]",[SKR] [I548] [I1854] [I1093] [EA3693] [EA3149] [EA3149] [I1700] [I1700] [REC] [EG3]
444,444,"[('54', 1, 'N'), ('1716', 1, 'N'), ('640', 1, 'S'), ('1322', 1, 'N'), ('845', 1, 'S')]",[SKR] [EG2] [EG3] [EG7] [REC] [EG41] [EG3] [SKR] [EG41] [EG3] [REC] [EG2] [SKR] [I54] [EA3674] [EG2] [I1716] [REC] [I640] [SKR] [I1322] [REC] [EG2] [I845] [EG2]
445,445,"[('1410', 1, 'S'), ('608', 1, 'N'), ('1848', 1, 'S')]",[REC] [EA2563] [SKR] [EA1565] [EG7] [EG65] [REC] [I1410] [SKR] [I608] [REC] [I1848]
446,446,"[('640', 1, 'N'), ('332', 1, 'S'), ('332', 1, 'S'), ('640', 1, 'S'), ('332', 1, 'S'), ('1253', 1, 'S'), ('640', 1, 'S'), ('1253', 1, 'S'), ('640', 1, 'N'), ('332', 1, 'S')]",[SKR] [I640] [REC] [I332] [EG57] [I332] [I640] [I332] [I1253] [EG2] [I640] [I1253] [SKR] [I640] [REC] [I332]
447,447,"[('176', 1, 'S'), ('433', 1, 'S'), ('433', 1, 'S'), ('126', 1, 'S'), ('126', 1, 'N'), ('126', 1, 'S'), ('126', 1, 'N')]",[SKR] [EG3] [EG2] [REC] [EG2] [SKR] [EG2] [REC] [I176] [I433] [I433] [EG2] [EG3] [I126] [SKR] [I126] [REC] [EA298] [I126] [SKR] [I126]
448,448,"[('332', 1, 'N'), ('332', 1, 'S'), ('332', 1, 'S'), ('332', 1, 'N'), ('332', 1, 'S')]",[SKR] [I332] [REC] [I332] [I332] [SKR] [I332] [REC] [I332]
449,449,"[('1249', 1, 'S'), ('1249', 1, 'N'), ('776', 1, 'S'), ('390', 1, 'N'), ('735', 1, 'N'), ('80', 1, 'N'), ('80', 1, 'S'), ('406', 1, 'N'), ('1591', 1, 'N'), ('1540', 1, 'N'), ('865', 1, 'N'), ('1640', 1, 'S'), ('1427', 1, 'N'), ('1540', 1, 'N'), ('791', 1, 'S')]",[REC] [I1249] [SKR] [I1249] [REC] [I776] [SKR] [I390] [I735] [EG3] [I80] [EG65] [REC] [I80] [EG65] [SKR] [I406] [EG65] [I1591] [I1540] [I865] [REC] [EA730] [I1640] [SKR] [I1427] [I1540] [EG65] [REC] [I791]
450,450,"[('182', 1, 'S'), ('1275', 1, 'S')]",[SKR] [EG3] [EG65] [EA592] [REC] [EG65] [EG3] [SKR] [EA527] [REC] [I182] [I1275] [EA592]
451,451,"[('29', 1, 'N'), ('1863', 1, 'N'), ('463', 1, 'S'), ('472', 1, 'S'), ('472', 1, 'S'), ('472', 1, 'N')]",[SKR] [EG2] [REC] [EG2] [SKR] [I29] [I1863] [REC] [I463] [SKR] [EA3058] [REC] [I472] [I472] [SKR] [I472]
452,452,"[('52', 1, 'N'), ('585', 1, 'S'), ('1327', 1, 'S'), ('845', 1, 'S')]",[REC] [EG65] [EG20] [SKR] [EG65] [EG20] [REC] [ED1085] [SKR] [I52] [REC] [I585] [EA2445] [EA3334] [EA2335] [EA888] [EA2502] [I1327] [ED1085] [SKR] [ED1085] [REC] [I845]
453,453,"[('912', 1, 'N'), ('912', 1, 'S'), ('825', 1, 'S')]",[SKR] [I912] [REC] [I912] [EA1777] [SKR] [EG2] [REC] [I825] [SKR] [EG2]
454,454,"[('1544', 1, 'S'), ('621', 1, 'S')]",[REC] [I1544] [I621] [EA1995] [EA652] [SKR] [EG3] [EG7] [REC] [EG7] [EA215]
455,455,"[('1301', 1, 'N'), ('568', 1, 'N'), ('674', 1, 'N'), ('319', 1, 'N'), ('1345', 1, 'N'), ('275', 1, 'S')]",[SKR] [EG3] [EA3301] [EA2053] [EA3674] [EA3466] [EA2394] [EA3387] [EA1604] [REC] [EG3] [SKR] [I1301] [I568] [I674] [I319] [I1345] [REC] [ED29] [EG3] [I275]
456,456,"[('59', 1, 'N'), ('1184', 1, 'S'), ('59', 1, 'N'), ('23', 1, 'N'), ('59', 1, 'N'), ('246', 1, 'N'), ('1184', 1, 'N'), ('59', 1, 'S')]",[SKR] [EA2563] [I59] [REC] [EA2563] [I1184] [SKR] [EG2] [I59] [REC] [EA2563] [SKR] [I23] [I59] [EA2563] [I246] [I1184] [REC] [I59]
457,457,"[('1346', 1, 'N'), ('1339', 1, 'N'), ('1299', 1, 'S'), ('278', 1, 'S'), ('278', 1, 'S')]",[SKR] [EG2] [EG41] [I1346] [I1339] [REC] [I1299] [I278] [EA2913] [EA584] [SKR] [EA584] [REC] [I278]
458,458,"[('697', 1, 'N'), ('845', 1, 'N'), ('179', 1, 'N'), ('704', 1, 'N'), ('1829', 1, 'N'), ('1472', 1, 'N'), ('121', 1, 'N'), ('845', 1, 'S'), ('845', 1, 'N'), ('697', 1, 'S'), ('425', 1, 'S')]",[SKR] [I697] [REC] [EG65] [EG65] [SKR] [I845] [REC] [EG25] [SKR] [EG65] [EG65] [I179] [I704] [I1829] [EG25] [I1472] [I121] [REC] [I845] [SKR] [I845] [REC] [I697] [I425] [EG25] [EG65]
459,459,"[('385', 1, 'N'), ('1131', 1, 'N')]",[SKR] [EG31] [REC] [EG31] [SKR] [I385] [REC] [EA1399] [SKR] [I1131] [REC] [EG31] [EA1399]
460,460,"[('304', 1, 'N'), ('624', 1, 'N'), ('624', 1, 'N'), ('67', 1, 'S')]",[SKR] [EG2] [REC] [EG2] [SKR] [I304] [I624] [I624] [REC] [I67]
461,461,"[('735', 1, 'N'), ('521', 1, 'S'), ('521', 1, 'N')]",[SKR] [EG20] [EG3] [I735] [REC] [ED1085] [SKR] [ED1085] [REC] [I521] [EG65] [EG20] [SKR] [I521] [REC] [ED1085]
462,462,"[('441', 1, 'N'), ('208', 1, 'S'), ('441', 1, 'S'), ('208', 1, 'S')]",[SKR] [I441] [REC] [EG20] [EG3] [SKR] [EG3] [REC] [I208] [I441] [I208]
463,463,"[('143', 1, 'N'), ('14', 1, 'N'), ('652', 1, 'S'), ('652', 1, 'N'), ('303', 1, 'N')]",[SKR] [I143] [REC] [EA1558] [SKR] [I14] [EG35] [REC] [EG3] [I652] [EG3] [EG2] [SKR] [EG3] [I652] [I303]
